std_name,StrainName,Reference,SRA,Clade,ecological_value,eco_cat1,eco_cat2,eco_cat3
XTRA_EHX,MJQ3.1,Duan et al. 2018,SRR7851775,31. Huangjiu,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_EHY,MTJZ1,Duan et al. 2018,SRR7851776,31. Huangjiu,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EHZ,MTJZ2,Duan et al. 2018,SRR7851777,31. Huangjiu,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EIA,2.591,Duan et al. 2018,SRR7851778,30. Mantou,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_EIB,DX10-3,Duan et al. 2018,SRR7851779,13. French Dairy,Fermented yak milk,Milk,Fermentation,Food
XTRA_EIC,C5-1,Duan et al. 2018,SRR7851780,13. French Dairy,Fermented mare's milk (kumis),Milk,Fermentation,Food
XTRA_EID,HN8,Duan et al. 2018,SRR7851781,NA,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EIE,NX1,Duan et al. 2018,SRR7851782,8. AU Wine 4,"Soil, melonry",NA,Soil,Environmental
XTRA_EIF,XST,Duan et al. 2018,SRR7851783,20. Mixed Origins 1,Active dry yeast,NA,Baking,Food
XTRA_EIG,NX3,Duan et al. 2018,SRR7851784,8. AU Wine 4,"Soil, melonry",NA,Soil,Environmental
XTRA_EIH,NX2,Duan et al. 2018,SRR7851785,8. AU Wine 4,"Soil, mulberry field",NA,Soil,Environmental
XTRA_EII,38108,Duan et al. 2018,SRR7851786,13. French Dairy,Fermented mare's milk (kumis),Milk,Fermentation,Food
XTRA_EIJ,XJ5,Duan et al. 2018,SRR7851787,3. Alpechin,"Grape, vineyard",Grape,Fruit,Plant
XTRA_EIK,37561,Duan et al. 2018,SRR7851789,13. French Dairy,Fermented mare's milk (kumis),Milk,Fermentation,Food
XTRA_EIL,SD2,Duan et al. 2018,SRR7851790,39. Asian Oak,"Bark of Quercus sp., planted tree",Bark,Tree,Plant
XTRA_EIM,HN9,Duan et al. 2018,SRR7851791,NA,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EIN,HLJ10,Duan et al. 2018,SRR7851792,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EIO,QH6.5,Duan et al. 2018,SRR7851793,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIP,QH7.2,Duan et al. 2018,SRR7851794,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIQ,QH3.1,Duan et al. 2018,SRR7851795,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIR,NX4.1,Duan et al. 2018,SRR7851796,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIS,JM28.13,Duan et al. 2018,SRR7851797,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIT,JM28.2,Duan et al. 2018,SRR7851798,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIU,QH7.4,Duan et al. 2018,SRR7851799,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIV,BM5.1,Duan et al. 2018,SRR7851800,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIW,HN11,Duan et al. 2018,SRR7851801,NA,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EIX,YM3.1,Duan et al. 2018,SRR7851803,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIY,HN2.2,Duan et al. 2018,SRR7851804,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EIZ,HQ1.1,Duan et al. 2018,SRR7851805,30. Mantou,Huangjiu (rice wine) starter with Fermented monascus,Rice Wine,Brewery,Food
XTRA_EJA,HN3.8,Duan et al. 2018,SRR7851806,31. Huangjiu,Fermenting dough,Dough,Fermentation,Food
XTRA_EJB,JL4,Duan et al. 2018,SRR7851807,NA,"Bark of Pyrus sp., orchard",Bark,Tree,Plant
XTRA_EJC,FJ5,Duan et al. 2018,SRR7851809,35. Chinese Wild,"Bark of Castanea mollissima, planted tree",Bark,Tree,Plant
XTRA_EJD,HLJ167,Duan et al. 2018,SRR7851810,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EJE,JM8.3,Duan et al. 2018,SRR7851811,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJF,NX7.1,Duan et al. 2018,SRR7851812,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJG,JM14.3,Duan et al. 2018,SRR7851813,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJH,JM22.1,Duan et al. 2018,SRR7851814,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJI,JM37.2,Duan et al. 2018,SRR7851815,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJJ,JM4.8,Duan et al. 2018,SRR7851816,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJK,GS5.6,Duan et al. 2018,SRR7851817,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJL,GS5.7,Duan et al. 2018,SRR7851818,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJM,GS6,Duan et al. 2018,SRR7851819,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJN,JM13.2,Duan et al. 2018,SRR7851820,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_EJO,HLJ201,Duan et al. 2018,SRR7851821,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EJP,SD1,Duan et al. 2018,SRR7851822,39. Asian Oak,"Persimmon, planted tree",Persimmon,Tree,Plant
XTRA_EJQ,HLJ2,Duan et al. 2018,SRR7851823,38. Taiwan Wild 2,"Bark of Quercus mongokica, secondary forest",Bark,Tree,Plant
XTRA_EJR,FJ12,Duan et al. 2018,SRR7851824,39. Asian Oak,"Peach, market",Peach,Fruit,Food
XTRA_EJS,HLJ225,Duan et al. 2018,SRR7851825,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EJT,HLJ3,Duan et al. 2018,SRR7851826,38. Taiwan Wild 2,"Bark of Quercus mongokica, secondary forest",Bark,Tree,Plant
XTRA_EJU,BJ7,Duan et al. 2018,SRR7851827,39. Asian Oak,"Bark of Pyrus sp., ochard",Bark,Tree,Plant
XTRA_EJV,BJ4,Duan et al. 2018,SRR7851828,39. Asian Oak,"Intestine of a butterfly, park",Intestine,Animal,Clinical
XTRA_EJW,FJ1,Duan et al. 2018,SRR7851829,NA,"Bark of Castanea mollissima, planted tree",Bark,Tree,Plant
XTRA_EJX,BJ28,Duan et al. 2018,SRR7851830,37. Taiwan Wild 1,"Bark of Castanea sp., secondary forest",Bark,Tree,Plant
XTRA_EJY,JT49.4,Duan et al. 2018,SRR7851831,28. Baiju,Dry fermented dough,NA,Baking,Food
XTRA_EJZ,SXJM6.6,Duan et al. 2018,SRR7851832,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EKA,XZ3.1,Duan et al. 2018,SRR7851833,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKB,XZ2.1,Duan et al. 2018,SRR7851834,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKC,XZ4.2,Duan et al. 2018,SRR7851835,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKD,XZ4.1,Duan et al. 2018,SRR7851836,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKE,XZ10.1,Duan et al. 2018,SRR7851837,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKF,XZ7,Duan et al. 2018,SRR7851838,28. Baiju,Daqu (starter) of Qingkejiu (highland barley wine),Qingkejiu,Fermentation,Food
XTRA_EKG,JQ9.3,Duan et al. 2018,SRR7851839,28. Baiju,Dry fermented dough,NA,Baking,Food
XTRA_EKH,JL2,Duan et al. 2018,SRR7851840,28. Baiju,"Bark of Quercus mongokica, secondary forest",Bark,Tree,Plant
XTRA_EKI,HZJZ5.5,Duan et al. 2018,SRR7851841,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EKJ,MTJZ3,Duan et al. 2018,SRR7851842,28. Baiju,Daqu (starter) of Baijiu (Chinese liquor),Daqu,Fermentation,Food
XTRA_EKK,HZJZ4.5,Duan et al. 2018,SRR7851843,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EKL,BTP1,Duan et al. 2018,SRR7851844,31. Huangjiu,Fermenting rice,Rice,Fermentation,Food
XTRA_EKM,HLJ1,Duan et al. 2018,SRR7851845,35. Chinese Wild,"Bark of Quercus mongokica, secondary forest",Bark,Tree,Plant
XTRA_EKN,JL1,Duan et al. 2018,SRR7851846,NA,"Bark of Quercus sp., secondary forest",Bark,Tree,Plant
XTRA_EKO,HZJZ5.4,Duan et al. 2018,SRR7851847,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EKP,YN5,Duan et al. 2018,SRR7851848,NA,"Soil, suburban tree",NA,Soil,Environmental
XTRA_EKQ,BJ9,Duan et al. 2018,SRR7851849,NA,"Bark of Ulmus sp., secondary forest",Bark,Tree,Plant
XTRA_EKR,BJ5,Duan et al. 2018,SRR7851850,NA,"Apple, orchard",Apple,Fruit,Plant
XTRA_EKS,BJ2,Duan et al. 2018,SRR7851851,16. Canadian Wine,"Apple, orchard",Apple,Fruit,Plant
XTRA_EKT,SD4,Duan et al. 2018,SRR7851852,16. Canadian Wine,"Grapes, orchard",Grape,Fruit,Plant
XTRA_EKU,HLJ4,Duan et al. 2018,SRR7851853,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EKV,BJ11,Duan et al. 2018,SRR7851854,NA,"Rotten wood, secondary forest",Bark,Tree,Plant
XTRA_EKW,BJ10,Duan et al. 2018,SRR7851855,NA,"Bark of Ulmus sp., secondary forest",Bark,Tree,Plant
XTRA_EKX,HLJ59,Duan et al. 2018,SRR7851856,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EKY,QH2.1,Duan et al. 2018,SRR7851857,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EKZ,QH1.1,Duan et al. 2018,SRR7851858,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELA,WL1,Duan et al. 2018,SRR7851859,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELB,SXJM9.5,Duan et al. 2018,SRR7851860,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELC,SXJM1.1,Duan et al. 2018,SRR7851861,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELD,QH7.3,Duan et al. 2018,SRR7851862,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELE,GS3.1,Duan et al. 2018,SRR7851863,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELF,NX8.1,Duan et al. 2018,SRR7851864,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELG,WL4,Duan et al. 2018,SRR7851865,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELH,WL2,Duan et al. 2018,SRR7851866,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ELI,ZJ1,Duan et al. 2018,SRR7851867,37. Taiwan Wild 1,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_ELJ,ZJ2,Duan et al. 2018,SRR7851868,37. Taiwan Wild 1,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_ELK,HN18,Duan et al. 2018,SRR7851869,37. Taiwan Wild 1,"Bark of a Fagaceae tree, primeval forest",Bark,Tree,Plant
XTRA_ELL,SX9,Duan et al. 2018,SRR7851870,NA,"Tomato, orchard",Tomato,Fruit,Plant
XTRA_ELM,HN17,Duan et al. 2018,SRR7851872,37. Taiwan Wild 1,"Bark of a Fagaceae tree, primeval forest",Bark,Tree,Plant
XTRA_ELN,HN14,Duan et al. 2018,SRR7851873,37. Taiwan Wild 1,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_ELO,FJ6,Duan et al. 2018,SRR7851875,37. Taiwan Wild 1,"Bark of Prunus mume, planted tree",Bark,Tree,Plant
XTRA_ELP,HN13,Duan et al. 2018,SRR7851876,37. Taiwan Wild 1,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_ELQ,JQ9.4,Duan et al. 2018,SRR7851877,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELR,HN5.1,Duan et al. 2018,SRR7851878,28. Baiju,Dry fermented dough,NA,Baking,Food
XTRA_ELS,TY1.5,Duan et al. 2018,SRR7851879,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELT,TY1.4,Duan et al. 2018,SRR7851880,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELU,TY3.9,Duan et al. 2018,SRR7851881,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELV,TY2.1,Duan et al. 2018,SRR7851882,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ELW,GZLJ3.19,Duan et al. 2018,SRR7851883,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_ELX,GZLJ3.1,Duan et al. 2018,SRR7851884,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_ELY,GZLJ3.30,Duan et al. 2018,SRR7851885,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_ELZ,GZLJ3.22,Duan et al. 2018,SRR7851886,28. Baiju,Fermented sorghum grain,Sorghum,Fermentation,Food
XTRA_EMA,LJZ22.1,Duan et al. 2018,SRR7851887,30. Mantou,Dry fermented dough,NA,Baking,Food
XTRA_EMB,LJQ13C.1,Duan et al. 2018,SRR7851888,30. Mantou,Fermenting dough,Dough,Fermentation,Food
XTRA_EMC,LJQ13A.5,Duan et al. 2018,SRR7851889,30. Mantou,Fermenting dough,Dough,Fermentation,Food
XTRA_EMD,LJQ131.6,Duan et al. 2018,SRR7851890,30. Mantou,Fermenting dough,Dough,Fermentation,Food
XTRA_EME,JL3,Duan et al. 2018,SRR7851891,NA,"Peach, market",Peach,Fruit,Food
XTRA_EMF,YN2,Duan et al. 2018,SRR7851892,NA,"Orange, orchard",NA,Tree,Plant
XTRA_EMG,MTJZ4,Duan et al. 2018,SRR7851893,30. Mantou,Daqu (starter) of Chinese liquor,Daqu,Fermentation,Food
XTRA_EMH,LJM21.10,Duan et al. 2018,SRR7851894,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMI,LJM21.3,Duan et al. 2018,SRR7851895,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMJ,HN1.9,Duan et al. 2018,SRR7851896,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMK,LJM21.1,Duan et al. 2018,SRR7851897,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EML,CJM25.4,Duan et al. 2018,SRR7851898,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMM,CJM25.5,Duan et al. 2018,SRR7851899,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMN,CJM21.4,Duan et al. 2018,SRR7851900,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMO,CJM25.1,Duan et al. 2018,SRR7851901,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMP,LJM21.9,Duan et al. 2018,SRR7851902,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMQ,LJM6A.1,Duan et al. 2018,SRR7851903,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_EMR,SX2,Duan et al. 2018,SRR7851904,35. Chinese Wild,"Bark of a Fagaceae tree, primeval forest",Bark,Tree,Plant
XTRA_EMS,CQJZ1.4,Duan et al. 2018,SRR7851906,NA,Fermented rice,Rice,Fermentation,Food
XTRA_EMT,HN3,Duan et al. 2018,SRR7851907,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EMU,HN2,Duan et al. 2018,SRR7851908,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EMV,HN1,Duan et al. 2018,SRR7851909,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EMW,FJ10,Duan et al. 2018,SRR7851910,35. Chinese Wild,"Bark of Castanopsis fordii, primeval forest",Bark,Tree,Plant
XTRA_EMX,HN7,Duan et al. 2018,SRR7851911,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EMY,HN5,Duan et al. 2018,SRR7851913,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_EMZ,HN4,Duan et al. 2018,SRR7851914,35. Chinese Wild,"Rotten wood, primeval forest",Bark,Tree,Plant
XTRA_ENA,BQ8.2,Duan et al. 2018,SRR7851915,31. Huangjiu,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_ENB,BQ8.1,Duan et al. 2018,SRR7851916,31. Huangjiu,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_ENC,BQ1.1,Duan et al. 2018,SRR7851917,31. Huangjiu,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_END,ANG.CJ.1,Duan et al. 2018,SRR7851918,31. Huangjiu,Active dry yeast,NA,Baking,Food
XTRA_ENE,2.1392,Duan et al. 2018,SRR7851919,NA,Huangjiu (rice wine) starter,Rice Wine,Brewery,Food
XTRA_ENF,MTZ13.12,Duan et al. 2018,SRR7851920,28. Baiju,Soil from a distillery,NA,Soil,Environmental
XTRA_ENG,CJM11.1,Duan et al. 2018,SRR7851921,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENH,ANGGW.1,Duan et al. 2018,SRR7851922,NA,Active dry yeast,NA,Baking,Food
XTRA_ENI,CJM6.2,Duan et al. 2018,SRR7851923,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENJ,CJM20.1,Duan et al. 2018,SRR7851924,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENK,WJM5.2,Duan et al. 2018,SRR7851925,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ENL,LJM6A.4,Duan et al. 2018,SRR7851926,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ENM,NX8.3,Duan et al. 2018,SRR7851927,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENN,WJZ1.2,Duan et al. 2018,SRR7851928,28. Baiju,Fermenting dough,Dough,Fermentation,Food
XTRA_ENO,GS1,Duan et al. 2018,SRR7851929,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENP,DJM4.1,Duan et al. 2018,SRR7851930,NA,Fermenting dough,Dough,Fermentation,Food
XTRA_ENQ,XXYS1.4,Duan et al. 2018,SRR7851931,35. Chinese Wild,"Bark, primeval forest",Bark,Tree,Plant
XTRA_ENR,YN3,Duan et al. 2018,SRR7851932,NA,"Soil, suburban tree",NA,Soil,Environmental
XTRA_ENS,YN4,Duan et al. 2018,SRR7851933,39. Asian Oak,"Rotten wood, suburban tree",Bark,Tree,Plant
XTRA_ENT,XJ3,Duan et al. 2018,SRR7851934,NA,"Apple, orchard",Apple,Fruit,Plant
XTRA_ENU,XJ6,Duan et al. 2018,SRR7851935,39. Asian Oak,"Pear, orchard",Pear,Fruit,Plant
XTRA_ENV,XJ7,Duan et al. 2018,SRR7851936,37. Taiwan Wild 1,"Pear, orchard",Pear,Fruit,Plant
XTRA_ENW,YN1,Duan et al. 2018,SRR7851937,39. Asian Oak,"Pineapple, orchard",Pineapple,Fruit,Plant
XTRA_ENX,SD3,Duan et al. 2018,SRR7851938,37. Taiwan Wild 1,"Bark of Quercus sp., planted tree",Bark,Tree,Plant
XTRA_ENY,SX10,Duan et al. 2018,SRR7851939,39. Asian Oak,"Persimmon, planted tree",Persimmon,Tree,Plant
XTRA_ENZ,SX11,Duan et al. 2018,SRR7851940,36. North American Wild,"Bark of walnut, planted tree",Bark,Tree,Plant
XTRA_EOA,XJ1,Duan et al. 2018,SRR7851941,39. Asian Oak,"Soil, orchard",NA,Soil,Environmental
XTRA_EOB,LY0200,Lee et al. 2022,SRR15616231,39. Asian Oak,Symbiosis,NA,NA,NA
XTRA_EOC,LY0197,Lee et al. 2022,SRR15616232,39. Asian Oak,Symbiosis,NA,NA,NA
XTRA_EOD,LY0177,Lee et al. 2022,SRR15616233,39. Asian Oak,Symbiosis,NA,NA,NA
XTRA_EOE,H420-8,Lee et al. 2022,SRR15616234,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EOF,H418-7,Lee et al. 2022,SRR15616235,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EOG,H416-8,Lee et al. 2022,SRR15616236,39. Asian Oak,Plant,NA,NA,Plant
XTRA_EOH,XI07,Lee et al. 2022,SRR15616237,NA,Plant,NA,NA,Plant
XTRA_EOI,H415-8,Lee et al. 2022,SRR15616238,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EOJ,XI04,Lee et al. 2022,SRR15616240,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EOK,XI02,Lee et al. 2022,SRR15616241,39. Asian Oak,Plant,NA,NA,Plant
XTRA_EOL,SR28,Lee et al. 2022,SRR15616242,NA,Plant,NA,NA,Plant
XTRA_EOM,SR27,Lee et al. 2022,SRR15616243,NA,Plant,NA,NA,Plant
XTRA_EON,SR26,Lee et al. 2022,SRR15616244,39. Asian Oak,Plant,NA,NA,Plant
XTRA_EOO,SR25,Lee et al. 2022,SRR15616245,31. Huangjiu,Fermentation,NA,Fermentation,Food
XTRA_EOP,SR24,Lee et al. 2022,SRR15616246,31. Huangjiu,Fermentation,NA,Fermentation,Food
XTRA_EOQ,SR23,Lee et al. 2022,SRR15616247,NA,Plant,NA,NA,Plant
XTRA_EOR,SR22,Lee et al. 2022,SRR15616248,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOS,H414-8,Lee et al. 2022,SRR15616249,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EOT,SR21,Lee et al. 2022,SRR15616250,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOU,SR20,Lee et al. 2022,SRR15616251,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOV,SR19,Lee et al. 2022,SRR15616252,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOW,SR17,Lee et al. 2022,SRR15616254,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOX,SR16,Lee et al. 2022,SRR15616255,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOY,SR15,Lee et al. 2022,SRR15616256,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EOZ,SR14,Lee et al. 2022,SRR15616257,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPA,SR13,Lee et al. 2022,SRR15616258,NA,Plant,NA,NA,Plant
XTRA_EPB,SR12,Lee et al. 2022,SRR15616259,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPC,H413-8,Lee et al. 2022,SRR15616260,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPD,H344-7,Lee et al. 2022,SRR15616261,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPE,H342-1,Lee et al. 2022,SRR15616262,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPF,SR11,Lee et al. 2022,SRR15616263,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPG,SR10,Lee et al. 2022,SRR15616264,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPH,SR09,Lee et al. 2022,SRR15616265,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPI,SPA0366,Lee et al. 2022,SRR15616266,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPJ,SPA0359,Lee et al. 2022,SRR15616267,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPK,SPA0356,Lee et al. 2022,SRR15616268,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPL,SPA0354,Lee et al. 2022,SRR15616269,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPM,SPA0348,Lee et al. 2022,SRR15616270,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPN,H412-8,Lee et al. 2022,SRR15616273,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPO,S9,Lee et al. 2022,SRR15616274,NA,Plant,NA,NA,Plant
XTRA_EPP,S6,Lee et al. 2022,SRR15616277,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPQ,S4,Lee et al. 2022,SRR15616279,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPR,S3,Lee et al. 2022,SRR15616280,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPS,S2,Lee et al. 2022,SRR15616281,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPT,S1,Lee et al. 2022,SRR15616282,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPU,S18,Lee et al. 2022,SRR15616283,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EPV,H411-8,Lee et al. 2022,SRR15616284,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EPW,S17,Lee et al. 2022,SRR15616285,NA,Plant,NA,NA,Plant
XTRA_EPX,S15,Lee et al. 2022,SRR15616287,NA,Plant,NA,NA,Plant
XTRA_EPY,S12,Lee et al. 2022,SRR15616290,39. Asian Oak,Plant,NA,NA,Plant
XTRA_EPZ,S11,Lee et al. 2022,SRR15616291,39. Asian Oak,Plant,NA,NA,Plant
XTRA_EQA,RG12,Lee et al. 2022,SRR15616293,30. Mantou,Fermentation,NA,Fermentation,Food
XTRA_EQB,RG11,Lee et al. 2022,SRR15616294,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EQC,H409-8,Lee et al. 2022,SRR15616295,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EQD,RG10,Lee et al. 2022,SRR15616296,31. Huangjiu,Fermentation,NA,Fermentation,Food
XTRA_EQE,RG09,Lee et al. 2022,SRR15616297,30. Mantou,Fermentation,NA,Fermentation,Food
XTRA_EQF,RG08,Lee et al. 2022,SRR15616298,NA,Plant,NA,NA,Plant
XTRA_EQG,RG05,Lee et al. 2022,SRR15616300,NA,Industrial,NA,Industrial,Industrial
XTRA_EQH,RG04,Lee et al. 2022,SRR15616301,NA,Industrial,NA,Industrial,Industrial
XTRA_EQI,RG03,Lee et al. 2022,SRR15616302,NA,Industrial,NA,Industrial,Industrial
XTRA_EQJ,RG02,Lee et al. 2022,SRR15616303,30. Mantou,Industrial,NA,Industrial,Industrial
XTRA_EQK,RG01,Lee et al. 2022,SRR15616304,30. Mantou,Industrial,NA,Industrial,Industrial
XTRA_EQL,H359-1,Lee et al. 2022,SRR15616306,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EQM,PD39A,Lee et al. 2022,SRR15616308,28. Baiju,Plant,NA,NA,Plant
XTRA_EQN,PD37B,Lee et al. 2022,SRR15616310,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EQO,PD34A,Lee et al. 2022,SRR15616313,37. Taiwan Wild 1,Plant,NA,NA,Plant
XTRA_EQP,PD32A,Lee et al. 2022,SRR15616315,NA,Plant,NA,NA,Plant
XTRA_EQQ,H352-8,Lee et al. 2022,SRR15616317,35. Chinese Wild,Plant,NA,NA,Plant
XTRA_EQR,PD30A,Lee et al. 2022,SRR15616318,NA,Plant,NA,NA,Plant
